Tempo;Densidade;Assortatividade;Clusterizacao;Grau_medio;Numero_de_arestas;Numero_de_vertices
20400.0;0.0014;0.6179;0.2689;1.0;1366;1379
20460.0;0.0016;0.6668;0.3161;2.0;1374;1315
20520.0;0.0017;0.7972;0.3049;2.0;1611;1392
20580.0;0.0015;0.7415;0.336;2.0;1726;1496
20640.0;0.0014;0.7232;0.2793;2.0;1696;1572
20700.0;0.0014;0.7201;0.3026;2.0;1794;1630
20760.0;0.0014;0.7598;0.3559;2.0;2219;1774
20820.0;0.0012;0.6573;0.3126;2.0;2070;1848
20880.0;0.0012;0.7106;0.3405;2.0;2316;1942
20940.0;0.0012;0.7652;0.3519;2.0;2393;1991
21000.0;0.0011;0.6901;0.3301;2.0;2418;2098
21060.0;0.0012;0.7689;0.3525;2.0;2448;2047
21120.0;0.0013;0.7348;0.3611;2.0;2505;1989
21180.0;0.0014;0.7598;0.3398;2.0;2422;1891
21240.0;0.0014;0.7885;0.3522;2.0;2276;1816
21300.0;0.0013;0.7558;0.3167;2.0;2000;1748
21360.0;0.0014;0.7101;0.2886;2.0;1781;1624
21420.0;0.0014;0.7569;0.3111;2.0;1718;1585
21480.0;0.0014;0.7509;0.3335;2.0;1762;1606
21540.0;0.0013;0.7138;0.2913;2.0;1705;1616
21600.0;0.0012;0.6596;0.3289;2.0;1981;1847
21660.0;0.0011;0.7831;0.3415;2.0;2489;2148
21720.0;0.0012;0.8677;0.4053;2.0;3345;2397
21780.0;0.0011;0.8722;0.4032;2.0;3762;2660
21840.0;0.001;0.7245;0.4278;3.0;4634;3017
21900.0;0.001;0.8053;0.423;3.0;5399;3285
21960.0;0.001;0.7991;0.3961;3.0;5628;3428
22020.0;0.0009;0.7086;0.411;3.0;5836;3608
22080.0;0.0009;0.7236;0.4099;3.0;5932;3580
22140.0;0.001;0.7706;0.3959;3.0;6101;3494
22200.0;0.001;0.7407;0.4143;3.0;6557;3627
22260.0;0.001;0.6954;0.4055;3.0;5950;3412
22320.0;0.0009;0.7477;0.3832;3.0;5289;3397
22380.0;0.001;0.6711;0.3984;3.0;5806;3495
22440.0;0.0009;0.7504;0.414;3.0;6120;3590
22500.0;0.001;0.7611;0.4118;3.0;6770;3767
22560.0;0.0009;0.7656;0.4453;3.0;7218;3933
22620.0;0.0009;0.6689;0.4067;3.0;6998;4014
22680.0;0.0008;0.6194;0.4129;3.0;7194;4154
22740.0;0.0008;0.7555;0.4279;3.0;7833;4394
22800.0;0.0008;0.6838;0.4108;3.0;7955;4492
22860.0;0.0008;0.8039;0.4272;3.0;9397;4778
22920.0;0.0008;0.7355;0.4561;3.0;9588;4820
22980.0;0.0008;0.7849;0.432;3.0;9357;4799
23040.0;0.0008;0.7143;0.4385;3.0;9668;4941
23100.0;0.0008;0.737;0.4565;4.0;10353;5150
23160.0;0.0008;0.7619;0.4346;4.0;11317;5256
23220.0;0.0008;0.7746;0.4548;4.0;11396;5317
23280.0;0.0008;0.807;0.4461;4.0;12148;5418
23340.0;0.0008;0.7171;0.4609;4.0;12999;5854
23400.0;0.0007;0.7923;0.4528;4.0;14590;6244
23460.0;0.0008;0.7663;0.4627;5.0;16420;6552
23520.0;0.0007;0.74;0.465;4.0;16819;6906
23580.0;0.0007;0.7809;0.4697;5.0;18150;7255
23640.0;0.0006;0.7635;0.4674;4.0;19130;7718
23700.0;0.0006;0.7747;0.4817;5.0;21309;8138
23760.0;0.0006;0.7937;0.4888;5.0;23657;8582
23820.0;0.0007;0.7616;0.4903;6.0;25828;8574
23880.0;0.0007;0.7925;0.4791;6.0;26502;8643
23940.0;0.0007;0.7813;0.4666;6.0;26146;8653
24000.0;0.0007;0.7654;0.4725;6.0;27589;8834
24060.0;0.0007;0.773;0.4688;6.0;26703;8843
24120.0;0.0007;0.8003;0.4551;6.0;26797;8737
24180.0;0.0008;0.7827;0.473;6.0;29725;8850
24240.0;0.0007;0.7753;0.4684;6.0;30144;8984
24300.0;0.0007;0.7775;0.4711;6.0;31297;9265
24360.0;0.0007;0.7228;0.4886;7.0;33919;9560
24420.0;0.0007;0.6744;0.4705;7.0;34533;9613
24480.0;0.0007;0.6288;0.4769;7.0;34979;9813
24540.0;0.0007;0.6915;0.4946;7.0;38034;10112
24600.0;0.0007;0.7364;0.4701;7.0;37039;10216
24660.0;0.0007;0.6978;0.4674;7.0;36908;10308
24720.0;0.0007;0.6951;0.4708;7.0;36967;10207
24780.0;0.0007;0.6123;0.4494;6.0;35099;10036
24840.0;0.0007;0.6498;0.4647;7.0;35478;9985
24900.0;0.0007;0.6934;0.4821;7.0;35570;9943
24960.0;0.0007;0.6745;0.4519;7.0;35071;9858
25020.0;0.0007;0.6425;0.4682;6.0;33715;9656
25080.0;0.0007;0.6596;0.4593;6.0;32986;9547
25140.0;0.0007;0.6539;0.4772;7.0;35623;9764
25200.0;0.0007;0.6476;0.4698;7.0;35139;9993
25260.0;0.0007;0.667;0.4665;7.0;36931;10155
25320.0;0.0007;0.661;0.4556;7.0;36534;10191
25380.0;0.0007;0.6705;0.4622;6.0;36372;10487
25440.0;0.0007;0.6044;0.469;7.0;37289;10580
25500.0;0.0007;0.5995;0.4685;7.0;38938;10888
25560.0;0.0007;0.6225;0.4781;7.0;40372;10817
25620.0;0.0007;0.6036;0.4718;7.0;41063;10769
25680.0;0.0007;0.6623;0.4683;7.0;40407;10558
25800.0;0.0009;0.8214;0.6194;9.0;55146;11372
25860.0;0.0008;0.6664;0.5016;8.0;45281;10978
25920.0;0.0007;0.6428;0.4721;8.0;43631;10830
25980.0;0.0007;0.647;0.4749;7.0;42738;10983
26040.0;0.0007;0.6127;0.4517;7.0;40705;11176
26100.0;0.0007;0.5815;0.4578;7.0;43575;11416
26160.0;0.0007;0.5868;0.4734;7.0;44462;11543
26220.0;0.0007;0.5953;0.4753;7.0;45471;11671
26280.0;0.0007;0.556;0.4732;7.0;46907;11734
26340.0;0.0007;0.5274;0.475;8.0;47636;11858
26400.0;0.0006;0.5508;0.4611;7.0;45344;11941
26460.0;0.0007;0.4982;0.4795;8.0;47881;11889
26520.0;0.0007;0.582;0.4697;8.0;48005;11743
26580.0;0.0007;0.5414;0.4561;8.0;47300;11512
26640.0;0.0007;0.5685;0.4413;7.0;43901;11177
26700.0;0.0007;0.5537;0.4538;7.0;41210;11011
26760.0;0.0007;0.5729;0.4528;7.0;41753;10878
26820.0;0.0007;0.5134;0.4364;7.0;38441;10514
26880.0;0.0007;0.5546;0.4399;7.0;38179;10504
26940.0;0.0007;0.5795;0.4644;7.0;41253;10917
27000.0;0.0006;0.5311;0.4708;7.0;41092;11391
27060.0;0.0006;0.5392;0.4684;7.0;44040;11810
27120.0;0.0006;0.5639;0.4879;7.0;48812;12369
27180.0;0.0006;0.5421;0.486;7.0;49916;12580
27240.0;0.0006;0.5421;0.4857;8.0;53922;13090
27300.0;0.0006;0.6108;0.4847;8.0;55529;13396
27360.0;0.0006;0.5931;0.4638;8.0;56022;13607
27420.0;0.0006;0.5854;0.4859;8.0;59587;13576
27480.0;0.0007;0.6025;0.4506;8.0;56539;13177
27540.0;0.0006;0.4801;0.4419;8.0;53301;12873
27600.0;0.0007;0.4668;0.4562;8.0;54850;12646
27660.0;0.0007;0.4274;0.4432;8.0;52674;12431
27720.0;0.0006;0.4153;0.4347;8.0;49686;12418
27780.0;0.0007;0.4436;0.4525;8.0;50251;12202
27840.0;0.0007;0.494;0.4581;8.0;49698;12198
27900.0;0.0007;0.4576;0.452;7.0;47875;12001
27960.0;0.0007;0.435;0.4487;7.0;46250;11763
28020.0;0.0007;0.39;0.4499;7.0;45979;11510
28080.0;0.0007;0.4577;0.4491;7.0;44390;11382
28140.0;0.0007;0.4486;0.459;8.0;45286;11152
28200.0;0.0007;0.4168;0.4406;7.0;42156;10734
28260.0;0.0007;0.3861;0.441;7.0;40355;10463
28320.0;0.0008;0.4025;0.4415;8.0;40606;10106
28380.0;0.0008;0.4123;0.4205;7.0;37015;9758
28440.0;0.0008;0.3447;0.409;7.0;33461;9236
28500.0;0.0008;0.3434;0.4229;7.0;31793;8831
28560.0;0.0009;0.356;0.4114;7.0;30596;8443
28680.0;0.0016;0.9097;0.664;13.1393;53904;8205
28740.0;0.0009;0.4759;0.4136;6.9138;25619;7411
28800.0;0.0009;0.4102;0.4189;6.6352;23983;7229
28860.0;0.0009;0.3877;0.4186;6.5868;23594;7164
28920.0;0.001;0.5286;0.4121;6.8361;23687;6930
28980.0;0.001;0.5036;0.4001;6.6124;22859;6914
29100.0;0.0017;0.9207;0.6452;12.7196;46999;7390
29160.0;0.0011;0.5643;0.4336;7.3164;24561;6714
29220.0;0.001;0.4101;0.4188;6.5445;20792;6354
29280.0;0.001;0.4473;0.3994;6.2649;18920;6040
29400.0;0.0019;0.8927;0.6182;11.0;35321;6146
29460.0;0.0011;0.608;0.3937;5.0;16077;5432
29520.0;0.0012;0.5152;0.3735;5.0;14505;4990
29580.0;0.0011;0.5494;0.3741;5.0;13331;4857
29640.0;0.0011;0.5443;0.3822;5.0;12676;4873
29700.0;0.0011;0.7324;0.3844;5.0;12756;4752
29760.0;0.0011;0.6083;0.3892;5.0;12027;4636
29820.0;0.0011;0.5841;0.3917;5.0;11693;4599
29880.0;0.0011;0.4271;0.4059;4.0;10991;4421
29940.0;0.0011;0.4255;0.3891;4.0;10170;4310
30000.0;0.0011;0.3159;0.3748;4.0;9792;4240
30060.0;0.0011;0.3487;0.3795;4.0;9166;4162
30120.0;0.0011;0.3753;0.371;4.0;8811;3971
30180.0;0.0011;0.4414;0.389;4.0;8596;3890
30240.0;0.0011;0.3599;0.3627;3.0;6982;3644
30300.0;0.0011;0.2778;0.3962;3.0;6391;3449
30360.0;0.001;0.2302;0.3974;3.0;6151;3437
30420.0;0.0011;0.4544;0.3908;3.0;5820;3313
30480.0;0.0011;0.4073;0.3823;3.0;5391;3191
30540.0;0.0011;0.4701;0.3709;3.0;4970;3023
30600.0;0.001;0.5271;0.3786;3.0;5084;3148
30660.0;0.001;0.4489;0.4008;3.0;5018;3154
30720.0;0.001;0.4719;0.3775;3.0;4912;3133
30780.0;0.0011;0.5269;0.3666;3.0;4653;2963
30840.0;0.001;0.3605;0.4022;3.0;4948;3075
30900.0;0.001;0.3286;0.3758;3.0;4674;3018
30960.0;0.001;0.2934;0.3791;3.0;4994;3085
31020.0;0.0011;0.3823;0.3931;3.0;4596;2907
31080.0;0.0011;0.3846;0.3604;3.0;4541;2889
31140.0;0.001;0.2901;0.3536;2.0;4213;2854
31200.0;0.0011;0.4001;0.3541;2.0;3735;2662
31260.0;0.0012;0.4817;0.3534;2.0;3804;2539
31320.0;0.0011;0.3116;0.3638;2.0;3629;2580
31380.0;0.0012;0.3355;0.3607;2.0;3548;2475
31440.0;0.0011;0.4592;0.3538;2.0;3632;2520
31500.0;0.0011;0.5719;0.3847;2.0;3832;2590
31560.0;0.0011;0.4288;0.3637;2.0;3683;2635
31620.0;0.0011;0.5737;0.3686;2.0;4175;2805
31680.0;0.001;0.3253;0.3995;3.0;4577;2984
31740.0;0.0011;0.3393;0.4033;3.0;4880;3008
31800.0;0.001;0.2579;0.3836;3.0;4837;3110
31860.0;0.001;0.3712;0.3809;3.0;4934;3134
31920.0;0.001;0.5981;0.3982;3.0;5042;3101
31980.0;0.0011;0.6357;0.4098;3.0;4844;3035
32040.0;0.001;0.6031;0.3807;2.0;4270;2857
32100.0;0.001;0.4863;0.3767;2.0;3845;2711
32160.0;0.0011;0.6119;0.3766;2.0;3641;2575
32220.0;0.0011;0.7167;0.3881;2.0;3300;2474
32280.0;0.0011;0.6717;0.3734;2.0;3229;2375
32340.0;0.0011;0.6723;0.3599;2.0;3392;2514
32400.0;0.0013;0.7764;0.392;3.0;4261;2599
32460.0;0.001;0.61;0.4361;3.0;4673;3004
32520.0;0.0009;0.5603;0.395;3.0;5031;3277
32580.0;0.0008;0.5252;0.4024;2.0;4942;3444
32640.0;0.0009;0.5874;0.4326;3.0;6173;3756
32700.0;0.0009;0.643;0.4416;3.0;6517;3846
32760.0;0.0008;0.5785;0.4213;3.0;6515;3950
32820.0;0.0009;0.7161;0.4314;3.0;6468;3814
32880.0;0.0009;0.8267;0.4058;3.0;5760;3576
32940.0;0.001;0.7501;0.4135;3.0;5218;3265
33000.0;0.001;0.799;0.4276;3.0;4506;2988
33060.0;0.0011;0.8126;0.4016;2.0;3882;2693
33120.0;0.0011;0.8077;0.3415;2.0;3303;2467
33180.0;0.0012;0.7977;0.3441;2.0;2761;2128
33240.0;0.0012;0.8058;0.3303;2.0;2384;2014
33300.0;0.0012;0.5089;0.3455;2.0;2315;1933
33360.0;0.0012;0.493;0.3617;2.0;2068;1855
33420.0;0.0014;0.6583;0.3579;2.0;2093;1749
33480.0;0.0013;0.8074;0.3424;2.0;1964;1758
33540.0;0.0013;0.7468;0.3275;2.0;1855;1720
33600.0;0.0013;0.8139;0.3438;2.0;2042;1743
33660.0;0.0014;0.7918;0.3439;2.0;1940;1685
33720.0;0.0015;0.844;0.4156;2.0;2274;1766
33780.0;0.0014;0.7831;0.3589;2.0;2106;1752
33840.0;0.0013;0.7009;0.33;2.0;1856;1686
33900.0;0.0014;0.8272;0.3751;2.0;1863;1660
33960.0;0.0014;0.8203;0.344;2.0;2139;1725
34020.0;0.0015;0.5488;0.3735;2.0;2255;1740
34080.0;0.0014;0.3124;0.3441;2.0;2176;1779
34140.0;0.0015;0.5619;0.3185;2.0;2278;1755
34200.0;0.0015;0.7318;0.3939;2.0;2565;1836
34260.0;0.0014;0.5972;0.4025;2.0;2824;2042
34320.0;0.0011;0.805;0.3614;2.0;2570;2116
34380.0;0.0014;0.8536;0.4187;2.0;2972;2085
34440.0;0.0013;0.802;0.4138;2.0;2934;2103
34500.0;0.0012;0.7774;0.3782;2.0;2875;2181
34560.0;0.0012;0.7339;0.3676;2.0;2712;2163
34620.0;0.0012;0.8073;0.391;2.0;2764;2109
34680.0;0.0012;0.7745;0.3815;2.0;2623;2088
34740.0;0.0013;0.7389;0.3847;2.0;2578;2014
34800.0;0.0013;0.8351;0.3712;2.0;2386;1937
34860.0;0.0012;0.8399;0.338;2.0;2069;1852
34920.0;0.0014;0.7853;0.3882;2.0;2186;1799
34980.0;0.0013;0.7893;0.3516;2.0;1957;1736
35040.0;0.0013;0.842;0.3814;2.0;2170;1818
35100.0;0.0013;0.7893;0.3816;2.0;2167;1840
35160.0;0.0013;0.7806;0.3515;2.0;2157;1856
35220.0;0.0012;0.6922;0.3692;2.0;2163;1910
35280.0;0.0011;0.7879;0.374;2.0;2275;1994
35340.0;0.0012;0.8157;0.3787;2.0;2520;2020
35400.0;0.0012;0.7036;0.376;2.0;2505;2047
35460.0;0.0013;0.8638;0.4031;2.0;2683;2063
35520.0;0.0013;0.8307;0.3711;2.0;2616;2042
35580.0;0.0013;0.8731;0.3962;2.0;2549;1968
35640.0;0.0012;0.7951;0.3795;2.0;2408;1968
35700.0;0.0014;0.8334;0.3971;2.0;2494;1904
35760.0;0.0013;0.7429;0.3967;2.0;2398;1931
35820.0;0.0013;0.7362;0.3766;2.0;2169;1808
35880.0;0.0013;0.8004;0.3991;2.0;2158;1794
35940.0;0.0014;0.8321;0.3673;2.0;2051;1738
36000.0;0.0014;0.8651;0.3641;2.0;2335;1808
36060.0;0.0014;0.5798;0.3823;2.0;2540;1902
36120.0;0.0013;0.3611;0.4066;2.0;2800;2091
36180.0;0.0013;0.5477;0.3815;2.0;3119;2174
36240.0;0.0014;0.5058;0.4063;3.0;3271;2155
36300.0;0.0012;0.3226;0.4159;2.0;2899;2183
36360.0;0.0012;0.5023;0.4424;2.0;3184;2268
36420.0;0.0013;0.508;0.42;2.0;3140;2214
36480.0;0.0011;0.2554;0.3653;2.0;2705;2172
36540.0;0.0011;0.4368;0.3681;2.0;2543;2136
36600.0;0.0012;0.7056;0.383;2.0;2410;1994
36660.0;0.0013;0.8283;0.3917;2.0;2475;1962
36720.0;0.0012;0.7214;0.3962;2.0;2331;1951
36780.0;0.0013;0.8211;0.3706;2.0;2393;1914
36840.0;0.0013;0.7683;0.3564;2.0;2069;1782
36900.0;0.0013;0.8146;0.4101;2.0;2305;1862
36960.0;0.0013;0.8905;0.3959;2.0;2372;1901
37020.0;0.0013;0.9041;0.428;2.0;2696;2004
37080.0;0.0013;0.8399;0.3919;2.0;2777;2036
37140.0;0.0012;0.8039;0.4114;2.0;3014;2198
37200.0;0.0011;0.8398;0.3976;2.0;2852;2247
37260.0;0.0012;0.8345;0.4144;2.0;3342;2350
37320.0;0.0012;0.8356;0.434;2.0;3581;2447
37380.0;0.0012;0.8182;0.4242;2.0;3669;2491
37440.0;0.0012;0.8408;0.4325;3.0;3860;2531
37500.0;0.0013;0.8489;0.4485;3.0;3820;2465
37560.0;0.0013;0.8392;0.4244;2.0;3413;2328
37620.0;0.0012;0.8311;0.3916;2.0;3009;2276
37680.0;0.0012;0.8657;0.425;2.0;3446;2371
37740.0;0.0012;0.884;0.4359;2.0;3626;2425
37800.0;0.0011;0.8349;0.4307;2.0;3793;2631
37860.0;0.001;0.8242;0.4253;2.0;3786;2724
37920.0;0.001;0.8115;0.3904;2.0;3855;2845
37980.0;0.001;0.8773;0.4329;2.0;4414;3005
38040.0;0.001;0.8603;0.4478;3.0;4461;2970
38100.0;0.001;0.8015;0.4377;3.0;4490;2988
38160.0;0.001;0.7668;0.4182;2.0;4353;2963
38220.0;0.0011;0.8207;0.4322;3.0;4390;2780
38280.0;0.0012;0.8747;0.3917;2.0;3635;2499
38340.0;0.0011;0.7804;0.4085;2.0;3230;2373
38400.0;0.0012;0.8108;0.4014;2.0;2765;2150
38460.0;0.0013;0.8276;0.3752;2.0;2605;2011
38520.0;0.0013;0.7329;0.3815;2.0;2178;1797
38580.0;0.0014;0.8116;0.3883;2.0;2091;1727
38640.0;0.0013;0.7436;0.3642;2.0;1930;1693
38700.0;0.0015;0.8345;0.3635;2.0;1800;1570
38760.0;0.0015;0.762;0.3985;2.0;1821;1545
38820.0;0.0016;0.8401;0.3808;2.0;1961;1570
38880.0;0.0015;0.7651;0.3824;2.0;1763;1551
38940.0;0.0017;0.8261;0.4222;2.0;2057;1564
39000.0;0.0016;0.7451;0.3883;2.0;2083;1636
39060.0;0.0016;0.8808;0.4009;2.0;2054;1626
39120.0;0.0014;0.77;0.3807;2.0;2068;1703
39180.0;0.0014;0.8458;0.3769;2.0;2085;1732
39240.0;0.0013;0.8567;0.3433;2.0;2033;1740
39300.0;0.0013;0.7522;0.3605;2.0;1968;1766
39360.0;0.0014;0.8229;0.3532;2.0;1982;1691
39420.0;0.0013;0.7955;0.3546;2.0;1890;1716
39480.0;0.0014;0.876;0.4252;2.0;2183;1797
39540.0;0.0013;0.8129;0.3743;2.0;2268;1847
39600.0;0.0012;0.837;0.3473;2.0;2131;1872
39660.0;0.0013;0.8524;0.4111;2.0;2745;2030
39720.0;0.0013;0.8739;0.4263;2.0;2923;2103
39780.0;0.0013;0.8167;0.3979;2.0;2982;2173
39840.0;0.0012;0.7841;0.4248;2.0;3138;2298
39900.0;0.0012;0.9026;0.4045;2.0;3169;2316
39960.0;0.0012;0.7792;0.4303;2.0;3206;2302
40020.0;0.0013;0.8125;0.415;2.0;3184;2243
40080.0;0.0012;0.7726;0.3935;2.0;2764;2160
40140.0;0.0012;0.808;0.4222;2.0;2858;2178
40200.0;0.0013;0.8372;0.4264;2.0;2876;2090
40260.0;0.0013;0.794;0.3876;2.0;2435;1956
40320.0;0.0013;0.8401;0.3692;2.0;2488;1945
40380.0;0.0014;0.8644;0.4387;2.0;2665;1926
40440.0;0.0013;0.7628;0.3795;2.0;2442;1930
40500.0;0.0012;0.7544;0.3746;2.0;2348;1943
40560.0;0.0013;0.7403;0.3947;2.0;2445;1959
40620.0;0.0013;0.7472;0.3909;2.0;2777;2037
40680.0;0.0012;0.4187;0.3878;2.0;2557;2099
40740.0;0.0012;0.4835;0.4137;2.0;3058;2246
40800.0;0.0013;0.819;0.4407;2.0;3145;2215
40860.0;0.0014;0.8288;0.4429;2.0;3290;2199
40920.0;0.0013;0.7657;0.4116;2.0;3120;2221
40980.0;0.0013;0.8611;0.4252;2.0;3065;2135
41040.0;0.0013;0.7971;0.4125;2.0;2596;1978
41100.0;0.0013;0.9157;0.4005;2.0;2760;2040
41160.0;0.0013;0.7933;0.3855;2.0;2560;2007
41280.0;0.0012;0.8226;0.5038;2.0;2776;2140
41340.0;0.0013;0.88;0.3859;2.0;2267;1869
41400.0;0.0013;0.8057;0.3879;2.0;2327;1917
41460.0;0.0012;0.8163;0.3801;2.0;2402;1976
41520.0;0.0013;0.7819;0.3787;2.0;2520;1982
41580.0;0.0013;0.819;0.4245;2.0;2859;2063
41640.0;0.0013;0.8498;0.4315;2.0;2922;2129
41700.0;0.0012;0.7981;0.4128;2.0;2945;2236
41760.0;0.0012;0.8313;0.4191;2.0;3248;2285
41820.0;0.0013;0.8861;0.4231;2.0;3325;2287
41880.0;0.0011;0.781;0.4236;2.0;3422;2458
41940.0;0.0011;0.8243;0.4126;2.0;3718;2571
42000.0;0.0012;0.8329;0.4439;3.0;3993;2632
42060.0;0.0011;0.8374;0.4315;3.0;4556;2850
42120.0;0.0011;0.7962;0.4412;3.0;4548;2823
42180.0;0.0011;0.8055;0.4493;3.0;4773;2908
42240.0;0.0011;0.8223;0.4585;3.0;5096;3043
42300.0;0.0012;0.8758;0.4559;3.0;5580;3021
42360.0;0.0011;0.8306;0.4523;3.0;5689;3156
42420.0;0.001;0.8195;0.4392;3.0;5255;3177
42480.0;0.001;0.6392;0.4211;3.0;4898;3193
42540.0;0.001;0.6145;0.4125;3.0;5000;3218
42600.0;0.001;0.5245;0.4511;3.0;5793;3336
42660.0;0.001;0.5547;0.4308;3.0;5520;3305
42720.0;0.0011;0.6441;0.4697;3.0;6268;3358
42780.0;0.0011;0.7489;0.472;3.0;6022;3272
42840.0;0.0011;0.7509;0.4481;3.0;6375;3412
42900.0;0.0011;0.7584;0.463;3.0;6389;3368
42960.0;0.0012;0.5025;0.4946;4.0;6982;3431
43020.0;0.0011;0.7686;0.4483;3.0;6387;3433
43080.0;0.0011;0.711;0.4641;3.0;6715;3472
43140.0;0.0011;0.4916;0.4548;3.0;6489;3470
43200.0;0.0011;0.4486;0.4785;3.0;7106;3674
43260.0;0.0011;0.6071;0.4681;4.0;8166;3887
43320.0;0.001;0.708;0.4555;3.0;7994;4041
43380.0;0.0011;0.4568;0.4946;4.0;9688;4194
43440.0;0.0011;0.7483;0.4988;4.0;10725;4431
43500.0;0.001;0.7231;0.4732;4.0;9830;4477
43560.0;0.001;0.7919;0.4848;4.0;9658;4370
43620.0;0.0011;0.8306;0.5068;4.0;9767;4283
43680.0;0.001;0.7812;0.472;4.0;8979;4225
43740.0;0.001;0.7985;0.4615;3.0;8143;4074
43800.0;0.001;0.8429;0.4656;4.0;7751;3857
43860.0;0.001;0.8366;0.4608;3.0;6854;3635
43920.0;0.0011;0.8471;0.4476;3.0;6462;3482
43980.0;0.0011;0.8516;0.4389;3.0;5861;3299
44040.0;0.0011;0.8686;0.4402;3.0;5568;3177
44100.0;0.0011;0.8333;0.4183;3.0;4850;2986
44160.0;0.0012;0.8655;0.433;3.0;5026;2950
44220.0;0.0012;0.8203;0.4475;3.0;4652;2781
44280.0;0.0012;0.8337;0.459;3.0;4524;2696
44340.0;0.0012;0.804;0.4687;3.0;4682;2738
44400.0;0.0012;0.7812;0.4021;3.0;4143;2677
44460.0;0.0012;0.8869;0.4242;3.0;4243;2668
44520.0;0.0012;0.8331;0.4564;3.0;4416;2741
44580.0;0.0012;0.8408;0.4428;3.0;4518;2760
44640.0;0.0011;0.8053;0.4197;3.0;4293;2792
44700.0;0.0013;0.8349;0.4663;3.0;5033;2828
44760.0;0.0012;0.8116;0.4447;3.0;4698;2848
44820.0;0.0011;0.8231;0.4394;3.0;5042;2977
44880.0;0.0012;0.823;0.478;3.0;5543;3054
44940.0;0.0012;0.8579;0.4857;3.0;6346;3308
45000.0;0.0012;0.8389;0.4961;4.0;6839;3361
45060.0;0.0011;0.845;0.4578;3.0;6711;3534
45120.0;0.0011;0.8491;0.4631;3.0;6999;3611
45180.0;0.001;0.7931;0.4536;3.0;6552;3617
45240.0;0.0011;0.8363;0.4865;3.0;7277;3652
45300.0;0.001;0.842;0.4518;3.0;6818;3677
45360.0;0.0011;0.8083;0.488;3.0;7198;3695
45420.0;0.001;0.8047;0.4859;3.0;6548;3564
45480.0;0.0011;0.8156;0.4724;3.0;6728;3567
45540.0;0.0011;0.8389;0.4548;3.0;6330;3392
45600.0;0.0011;0.8755;0.4459;3.0;6012;3248
45660.0;0.0011;0.8431;0.4455;3.0;5558;3150
45720.0;0.001;0.7789;0.4332;3.0;4854;3112
45780.0;0.0011;0.8559;0.445;3.0;5034;3064
45840.0;0.001;0.7904;0.3992;2.0;4380;3001
45900.0;0.0011;0.826;0.4371;3.0;5086;3112
45960.0;0.0011;0.8563;0.4338;3.0;4945;3033
46020.0;0.0011;0.856;0.4422;3.0;5352;3178
46080.0;0.001;0.8588;0.443;3.0;4995;3125
46140.0;0.0011;0.8497;0.4861;3.0;5917;3227
46200.0;0.001;0.8462;0.4512;3.0;5288;3181
46260.0;0.001;0.8227;0.4442;3.0;5484;3289
46320.0;0.0011;0.8469;0.4683;3.0;5920;3288
46380.0;0.001;0.8238;0.4189;3.0;5162;3248
46440.0;0.001;0.7842;0.4273;3.0;5009;3190
46500.0;0.001;0.8301;0.4468;3.0;4960;3105
46560.0;0.001;0.8884;0.4284;3.0;4908;3142
46620.0;0.0011;0.8118;0.4477;3.0;5039;3092
46680.0;0.0011;0.8339;0.4784;3.0;5536;3141
46740.0;0.0011;0.8264;0.4352;3.0;5501;3197
46800.0;0.0011;0.8608;0.4573;3.0;5782;3295
46860.0;0.0011;0.8565;0.482;3.0;6342;3374
46920.0;0.0011;0.8315;0.4593;3.0;6441;3482
46980.0;0.001;0.8257;0.4686;3.0;6743;3642
47040.0;0.001;0.7614;0.4739;3.0;6931;3739
47100.0;0.001;0.8503;0.4499;3.0;7322;3879
47160.0;0.0009;0.8544;0.4522;3.0;6932;3882
47220.0;0.001;0.8602;0.4671;3.0;7853;3953
47280.0;0.001;0.8278;0.4722;3.0;7516;3943
47340.0;0.001;0.823;0.4738;3.0;7281;3873
47400.0;0.0009;0.8213;0.4549;3.0;6993;3851
47460.0;0.001;0.8341;0.4578;3.0;7120;3729
47520.0;0.001;0.8231;0.4383;3.0;6341;3531
47580.0;0.001;0.8275;0.4619;3.0;7110;3751
47640.0;0.0011;0.8258;0.4565;3.0;7054;3631
47700.0;0.001;0.7927;0.4337;3.0;6723;3658
47760.0;0.0009;0.8371;0.4315;3.0;6357;3681
47820.0;0.001;0.8202;0.4502;3.0;6634;3658
47880.0;0.001;0.8375;0.4485;3.0;6510;3700
47940.0;0.0011;0.8822;0.481;3.0;7299;3721
48000.0;0.001;0.8465;0.4565;3.0;6666;3681
48060.0;0.001;0.8632;0.4596;3.0;6595;3723
48120.0;0.001;0.8078;0.4796;3.0;6544;3552
48180.0;0.001;0.8445;0.4387;3.0;5839;3459
48240.0;0.001;0.8559;0.431;3.0;5502;3276
48300.0;0.0011;0.8976;0.4617;3.0;5476;3170
48360.0;0.0011;0.7908;0.401;3.0;5067;3023
48420.0;0.001;0.5693;0.4108;3.0;4839;3044
48480.0;0.0011;0.547;0.411;3.0;4872;3024
48540.0;0.001;0.4564;0.4175;3.0;5159;3136
48600.0;0.001;0.8043;0.4463;3.0;6035;3404
48660.0;0.0011;0.7515;0.4708;3.0;7200;3693
48720.0;0.0009;0.8301;0.4421;3.0;7117;3955
48780.0;0.0009;0.814;0.4743;3.0;7682;4098
48840.0;0.0009;0.8739;0.477;3.0;8272;4342
